epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,606.811,1.61282,1.8041,2.08392,0.76086,0.74419,0.83294,0.53437,1.45099,1.68634,2.02028,0.000681225,0.000681225,0.000681225
187,609.362,1.61662,1.64968,2.04331,0.72276,0.74251,0.83657,0.55389,1.37235,1.59369,1.92812,0.000677183,0.000677183,0.000677183
188,613.097,1.63225,1.62944,1.96371,0.83913,0.70963,0.85599,0.55374,1.36194,1.51284,1.9115,0.000673141,0.000673141,0.000673141
189,617.116,1.60915,1.6275,2.00516,0.7999,0.79168,0.8709,0.56291,1.35657,1.48951,1.90873,0.000669099,0.000669099,0.000669099
190,620.725,1.53798,1.58225,1.98546,0.79985,0.79425,0.86224,0.56911,1.39863,1.39833,1.93768,0.000665057,0.000665057,0.000665057
191,623.236,1.61487,1.61419,2.03433,0.85333,0.76666,0.87295,0.56461,1.42376,1.32322,1.95567,0.000661015,0.000661015,0.000661015
192,625.718,1.56027,1.57272,1.99498,0.82217,0.84709,0.91055,0.61423,1.3154,1.2381,1.88257,0.000656973,0.000656973,0.000656973
193,628.249,1.57801,1.63424,1.94575,0.86909,0.813,0.91823,0.62421,1.32743,1.25027,1.89278,0.000652931,0.000652931,0.000652931
194,631.11,1.46111,1.46515,1.87223,0.88655,0.80788,0.91384,0.60409,1.36728,1.28108,1.92097,0.000648888,0.000648888,0.000648888
195,635.025,1.63314,1.50887,1.92081,0.82747,0.77548,0.88195,0.55243,1.40717,1.34811,1.97005,0.000644846,0.000644846,0.000644846
196,639.017,1.62764,1.65472,2.00787,0.79489,0.77435,0.86685,0.54033,1.39728,1.35151,1.95589,0.000640804,0.000640804,0.000640804
197,641.935,1.55405,1.59276,2.00181,0.83059,0.83396,0.89039,0.5982,1.29328,1.27631,1.87087,0.000636762,0.000636762,0.000636762
198,644.454,1.47317,1.51027,1.9216,0.8127,0.84222,0.9048,0.62278,1.27847,1.23587,1.84825,0.00063272,0.00063272,0.00063272
199,646.962,1.57736,1.65675,2.02894,0.8408,0.8464,0.90941,0.62864,1.27564,1.26611,1.84671,0.000628678,0.000628678,0.000628678
200,649.449,1.55369,1.50915,1.95249,0.81565,0.85096,0.89704,0.61716,1.33194,1.41503,1.90116,0.000624636,0.000624636,0.000624636
201,652.675,1.52421,1.54277,1.9877,0.79631,0.87659,0.90348,0.62069,1.32458,1.34992,1.89242,0.000620594,0.000620594,0.000620594
202,656.651,1.56108,1.60375,2.04695,0.85671,0.85687,0.91644,0.64551,1.27815,1.23998,1.86496,0.000616552,0.000616552,0.000616552
203,660.67,1.53548,1.507,1.93168,0.84636,0.84138,0.92397,0.6613,1.24794,1.17548,1.85152,0.00061251,0.00061251,0.00061251
204,663.432,1.55485,1.47966,1.92738,0.8674,0.84086,0.92299,0.64976,1.30414,1.16789,1.88445,0.000608468,0.000608468,0.000608468
205,665.983,1.49167,1.47442,1.94236,0.84491,0.85457,0.91559,0.62528,1.30778,1.17761,1.87816,0.000604426,0.000604426,0.000604426
206,668.493,1.47572,1.49888,1.90952,0.86024,0.84166,0.91681,0.63214,1.27953,1.18187,1.85029,0.000600384,0.000600384,0.000600384
207,670.945,1.60747,1.55015,1.99689,0.86488,0.85736,0.92729,0.66135,1.22705,1.17975,1.8057,0.000596342,0.000596342,0.000596342
208,674.623,1.52862,1.51483,1.92361,0.85633,0.86741,0.93073,0.66056,1.20339,1.18562,1.76819,0.0005923,0.0005923,0.0005923
209,678.591,1.5779,1.55795,1.95752,0.885,0.81309,0.92713,0.65482,1.2362,1.19816,1.78757,0.000588258,0.000588258,0.000588258
210,682.301,1.58133,1.52469,1.9796,0.90305,0.80373,0.92375,0.63141,1.26763,1.187,1.81647,0.000584216,0.000584216,0.000584216
211,684.866,1.48462,1.49912,1.93506,0.91439,0.79018,0.92226,0.60629,1.31705,1.19054,1.86024,0.000580174,0.000580174,0.000580174
212,687.411,1.54019,1.56026,1.94068,0.87811,0.86052,0.93722,0.67028,1.28082,1.15373,1.82224,0.000576132,0.000576132,0.000576132
213,689.932,1.49458,1.45081,1.87823,0.87279,0.87908,0.93818,0.67717,1.21314,1.13843,1.77288,0.00057209,0.00057209,0.00057209
214,692.893,1.49329,1.45965,1.88869,0.85443,0.88543,0.92911,0.67483,1.19245,1.15979,1.7649,0.000568048,0.000568048,0.000568048
215,696.642,1.55544,1.5247,1.97526,0.83323,0.89108,0.93531,0.66741,1.20153,1.13773,1.77154,0.000564006,0.000564006,0.000564006
216,701.032,1.54596,1.50518,1.93698,0.90113,0.83018,0.9342,0.65421,1.2022,1.17108,1.77955,0.000559964,0.000559964,0.000559964
217,704.943,1.47944,1.41461,1.87842,0.90379,0.82284,0.92967,0.65714,1.17851,1.18316,1.76932,0.000555922,0.000555922,0.000555922
218,708.982,1.48185,1.37769,1.85833,0.9043,0.83337,0.93113,0.65318,1.19127,1.20241,1.77778,0.00055188,0.00055188,0.00055188
219,712.004,1.42935,1.41563,1.84521,0.89276,0.8278,0.93439,0.65319,1.18959,1.21113,1.77299,0.000547838,0.000547838,0.000547838
220,715.798,1.38307,1.35307,1.79873,0.90927,0.81592,0.93212,0.67283,1.15128,1.2123,1.72452,0.000543796,0.000543796,0.000543796
221,719.925,1.50481,1.51067,1.95285,0.88058,0.84063,0.93149,0.67813,1.17166,1.22981,1.73287,0.000539754,0.000539754,0.000539754
222,723.221,1.42325,1.36529,1.83145,0.84587,0.862,0.93102,0.68373,1.17822,1.27729,1.73841,0.000535712,0.000535712,0.000535712
223,725.779,1.42053,1.43996,1.8976,0.88225,0.86155,0.93585,0.68651,1.18497,1.25754,1.75682,0.00053167,0.00053167,0.00053167
224,728.301,1.5231,1.52594,1.91492,0.91843,0.86071,0.94169,0.67419,1.17403,1.17574,1.74252,0.000527628,0.000527628,0.000527628
225,730.755,1.41096,1.38961,1.85796,0.92435,0.85287,0.93736,0.66231,1.20357,1.1654,1.76011,0.000523586,0.000523586,0.000523586
226,733.95,1.45526,1.44358,1.93331,0.87811,0.84119,0.92413,0.63975,1.21724,1.17623,1.76788,0.000519544,0.000519544,0.000519544
227,737.979,1.53974,1.47852,1.92702,0.84233,0.8629,0.9216,0.63602,1.22593,1.17105,1.77136,0.000515502,0.000515502,0.000515502
228,741.898,1.39114,1.33437,1.81819,0.86978,0.88681,0.94367,0.66229,1.19459,1.128,1.75401,0.00051146,0.00051146,0.00051146
229,744.459,1.43099,1.36709,1.81501,0.89289,0.90691,0.95655,0.67645,1.21401,1.09319,1.7624,0.000507417,0.000507417,0.000507417
230,747.022,1.50024,1.42846,1.85926,0.89432,0.91972,0.96044,0.69041,1.21089,1.08063,1.76717,0.000503375,0.000503375,0.000503375
231,749.588,1.43871,1.3633,1.86874,0.89827,0.90814,0.95939,0.69798,1.17104,1.06926,1.73304,0.000499333,0.000499333,0.000499333
232,752.325,1.37209,1.29901,1.7938,0.92122,0.87158,0.95554,0.69691,1.12433,1.06318,1.69675,0.000495291,0.000495291,0.000495291
233,756.105,1.44054,1.388,1.86827,0.89513,0.90847,0.95224,0.69942,1.12986,1.05076,1.69494,0.000491249,0.000491249,0.000491249
234,760.596,1.44074,1.41437,1.82209,0.89619,0.89285,0.95319,0.70555,1.15863,1.03839,1.70732,0.000487207,0.000487207,0.000487207
235,763.897,1.4162,1.28975,1.79892,0.92378,0.88342,0.95537,0.69707,1.17187,1.03,1.71794,0.000483165,0.000483165,0.000483165
236,766.47,1.36877,1.30734,1.80419,0.90954,0.92015,0.96224,0.71968,1.11196,0.99749,1.67994,0.000479123,0.000479123,0.000479123
237,769.008,1.3822,1.30695,1.76549,0.91458,0.89818,0.95959,0.71294,1.1248,0.99564,1.6878,0.000475081,0.000475081,0.000475081
238,771.488,1.41122,1.32499,1.78971,0.92248,0.89244,0.96167,0.71154,1.12516,1.01407,1.68743,0.000471039,0.000471039,0.000471039
239,774.627,1.41491,1.34063,1.81556,0.87411,0.93221,0.96454,0.71596,1.10585,1.01082,1.6771,0.000466997,0.000466997,0.000466997
240,778.648,1.38352,1.33613,1.80447,0.89402,0.92438,0.96343,0.71556,1.12755,1.07131,1.68102,0.000462955,0.000462955,0.000462955
241,782.625,1.4505,1.33212,1.81683,0.90653,0.92805,0.96342,0.71267,1.1163,1.07709,1.67474,0.000458913,0.000458913,0.000458913
242,785.779,1.45472,1.39445,1.85873,0.91095,0.93148,0.9622,0.71454,1.09894,1.05067,1.66721,0.000454871,0.000454871,0.000454871
243,788.291,1.44745,1.46226,1.88214,0.92499,0.911,0.96284,0.71361,1.09788,1.04073,1.66472,0.000450829,0.000450829,0.000450829
244,791.557,1.33607,1.28951,1.75122,0.90807,0.92685,0.96316,0.71583,1.09717,1.01391,1.65957,0.000446787,0.000446787,0.000446787
245,795.012,1.43077,1.34692,1.81677,0.92021,0.93403,0.96204,0.72357,1.07547,1.02506,1.64763,0.000442745,0.000442745,0.000442745
246,798.848,1.33316,1.27012,1.76492,0.9506,0.90388,0.96097,0.73603,1.03567,1.04157,1.62802,0.000438703,0.000438703,0.000438703
247,803.639,1.34572,1.32596,1.81025,0.96635,0.89849,0.96338,0.72073,1.04976,1.05602,1.63604,0.000434661,0.000434661,0.000434661
248,806.269,1.39225,1.34987,1.78744,0.91383,0.91972,0.96337,0.71943,1.02355,1.02061,1.62236,0.000430619,0.000430619,0.000430619
249,808.796,1.35989,1.25922,1.7893,0.91421,0.92028,0.96501,0.72592,1.00899,0.98238,1.61609,0.000426577,0.000426577,0.000426577
250,811.269,1.3279,1.26022,1.76289,0.91281,0.90792,0.96438,0.72147,1.05806,0.9496,1.64185,0.000422535,0.000422535,0.000422535
251,813.753,1.43371,1.37428,1.83233,0.90026,0.92109,0.96227,0.71116,1.10643,0.94252,1.66806,0.000418493,0.000418493,0.000418493
252,817.477,1.35485,1.29735,1.77551,0.94331,0.92788,0.96899,0.72834,1.06349,0.94002,1.64121,0.000414451,0.000414451,0.000414451
253,821.654,1.38687,1.31365,1.80964,0.93756,0.93537,0.97088,0.74162,1.02748,0.93669,1.61457,0.000410409,0.000410409,0.000410409
254,825.214,1.38652,1.28633,1.75785,0.93474,0.93978,0.973,0.74514,1.01945,0.94551,1.60503,0.000406367,0.000406367,0.000406367
255,827.775,1.31112,1.23714,1.75059,0.94968,0.94867,0.97525,0.74578,1.01396,0.95404,1.60399,0.000402325,0.000402325,0.000402325
256,830.367,1.39378,1.34055,1.80851,0.95079,0.93286,0.97492,0.75779,0.99536,0.97448,1.57667,0.000398283,0.000398283,0.000398283
257,832.94,1.34854,1.27411,1.75686,0.94636,0.93393,0.97517,0.74462,1.02285,0.94091,1.59516,0.000394241,0.000394241,0.000394241
258,836.149,1.32764,1.34285,1.79289,0.94288,0.9394,0.97605,0.7505,1.0124,0.89878,1.59389,0.000390199,0.000390199,0.000390199
259,839.907,1.33669,1.30703,1.74787,0.93395,0.9465,0.97638,0.75222,0.99067,0.86598,1.58971,0.000386157,0.000386157,0.000386157
260,843.922,1.31001,1.21753,1.69426,0.94545,0.9335,0.97445,0.74541,1.02943,0.85812,1.61069,0.000382115,0.000382115,0.000382115
261,846.648,1.38922,1.31529,1.77794,0.94812,0.94715,0.97559,0.73703,1.0728,0.86719,1.63661,0.000378073,0.000378073,0.000378073
262,849.204,1.33903,1.23765,1.71751,0.94617,0.94549,0.97459,0.71437,1.12045,0.88949,1.66741,0.000374031,0.000374031,0.000374031
263,851.754,1.3513,1.28853,1.7635,0.94837,0.94984,0.97522,0.71323,1.1114,0.92228,1.65616,0.000369989,0.000369989,0.000369989
264,854.687,1.26801,1.17631,1.67746,0.9359,0.93086,0.97507,0.75481,0.98809,0.9387,1.56647,0.000365946,0.000365946,0.000365946
265,858.469,1.28772,1.22079,1.6984,0.94868,0.92924,0.97608,0.76066,0.99003,0.92904,1.55812,0.000361904,0.000361904,0.000361904
266,863.315,1.30678,1.28319,1.73161,0.95882,0.92827,0.97845,0.76112,1.00497,0.90556,1.56771,0.000357862,0.000357862,0.000357862
267,866.645,1.29967,1.19658,1.7053,0.96197,0.91605,0.9798,0.7613,0.9943,0.88167,1.56329,0.00035382,0.00035382,0.00035382
268,869.263,1.31451,1.27032,1.75786,0.96356,0.90257,0.97956,0.75112,1.02633,0.89542,1.59207,0.000349778,0.000349778,0.000349778
269,871.702,1.38769,1.32272,1.738,0.94951,0.93637,0.98136,0.75539,1.0306,0.8828,1.5939,0.000345736,0.000345736,0.000345736
270,874.547,1.32832,1.27206,1.70558,0.95762,0.93677,0.97925,0.76809,1.00623,0.8764,1.57541,0.000341694,0.000341694,0.000341694
271,878.525,1.37744,1.36324,1.82722,0.94395,0.93604,0.97869,0.76745,0.97719,0.888,1.55741,0.000337652,0.000337652,0.000337652
272,882.756,1.38551,1.27063,1.70985,0.93758,0.90718,0.97797,0.74128,1.01481,0.92928,1.57733,0.00033361,0.00033361,0.00033361
273,885.8,1.33289,1.26199,1.74823,0.94741,0.91529,0.97799,0.74015,1.02208,0.91602,1.59085,0.000329568,0.000329568,0.000329568
274,888.333,1.36816,1.31739,1.78413,0.93561,0.94687,0.97945,0.74574,1.01394,0.90883,1.59005,0.000325526,0.000325526,0.000325526
275,890.757,1.30828,1.16388,1.68108,0.94832,0.92806,0.98008,0.74873,1.02331,0.90939,1.60386,0.000321484,0.000321484,0.000321484
276,893.711,1.29487,1.25821,1.72707,0.94973,0.9375,0.98132,0.75589,1.00911,0.89129,1.5911,0.000317442,0.000317442,0.000317442
277,897.903,1.29343,1.17039,1.69947,0.95341,0.93716,0.98193,0.76329,0.98245,0.86576,1.55717,0.0003134,0.0003134,0.0003134
278,902.215,1.35773,1.26885,1.77415,0.95283,0.93571,0.98331,0.77005,0.97752,0.85567,1.53946,0.000309358,0.000309358,0.000309358
279,906.518,1.33187,1.15098,1.65099,0.96736,0.91885,0.9841,0.78041,0.97149,0.84765,1.52861,0.000305316,0.000305316,0.000305316
280,911.173,1.23727,1.26691,1.6798,0.93423,0.95853,0.98377,0.79652,0.94045,0.8478,1.51264,0.000301274,0.000301274,0.000301274
281,914.027,1.33084,1.18891,1.6935,0.94335,0.95853,0.9839,0.78484,0.95058,0.85752,1.51783,0.000297232,0.000297232,0.000297232
282,916.573,1.28704,1.19956,1.71671,0.95409,0.94125,0.98272,0.78654,0.94485,0.85561,1.51553,0.00029319,0.00029319,0.00029319
283,919.097,1.23394,1.10079,1.60996,0.93988,0.94337,0.98109,0.79242,0.93382,0.86745,1.50622,0.000289148,0.000289148,0.000289148
284,921.676,1.30505,1.23177,1.68431,0.93007,0.95955,0.98146,0.78481,0.93759,0.87846,1.5134,0.000285106,0.000285106,0.000285106
285,925.672,1.28967,1.22766,1.67302,0.94738,0.9528,0.98265,0.77553,0.94802,0.87376,1.52362,0.000281064,0.000281064,0.000281064
286,930.546,1.25242,1.13603,1.65951,0.9426,0.95103,0.98266,0.76412,0.97075,0.87655,1.54408,0.000277022,0.000277022,0.000277022
287,934.145,1.33532,1.2816,1.71061,0.95153,0.95088,0.98246,0.76025,0.98655,0.87201,1.55583,0.00027298,0.00027298,0.00027298
288,936.803,1.29361,1.27913,1.7429,0.94654,0.94543,0.98053,0.75383,1.01673,0.90129,1.57499,0.000268938,0.000268938,0.000268938
289,939.384,1.38659,1.29172,1.74676,0.95002,0.9327,0.98015,0.75,1.033,0.91705,1.57543,0.000264896,0.000264896,0.000264896
290,941.985,1.32349,1.2303,1.68501,0.95326,0.94337,0.98126,0.75838,1.00814,0.91569,1.55124,0.000260854,0.000260854,0.000260854
291,945.098,1.30541,1.21077,1.70663,0.95847,0.94152,0.98216,0.77323,0.9582,0.90571,1.50825,0.000256812,0.000256812,0.000256812
292,948.94,1.35125,1.19049,1.68086,0.96106,0.94905,0.98238,0.7806,0.90526,0.93373,1.48902,0.00025277,0.00025277,0.00025277
293,953.174,1.25512,1.10484,1.61565,0.94972,0.94725,0.98243,0.77127,0.94938,0.96612,1.51131,0.000248728,0.000248728,0.000248728
294,955.926,1.28128,1.23004,1.73134,0.93748,0.94225,0.98223,0.77367,0.94957,0.97658,1.50705,0.000244686,0.000244686,0.000244686
295,958.474,1.22251,1.04754,1.5707,0.94063,0.94332,0.98211,0.78071,0.91689,0.95253,1.48664,0.000240644,0.000240644,0.000240644
296,961.063,1.30965,1.23751,1.72037,0.93239,0.93588,0.98088,0.78832,0.90013,0.93691,1.47655,0.000236602,0.000236602,0.000236602
297,964.311,1.21872,1.07048,1.58711,0.93801,0.93644,0.9823,0.78276,0.91263,0.92139,1.4853,0.00023256,0.00023256,0.00023256
298,967.997,1.28502,1.22874,1.66979,0.91478,0.9652,0.98202,0.78855,0.91493,0.91726,1.4917,0.000228518,0.000228518,0.000228518
299,972.116,1.30471,1.17324,1.66041,0.9442,0.94649,0.98203,0.79582,0.89687,0.89753,1.48579,0.000224475,0.000224475,0.000224475
300,974.768,1.27944,1.1598,1.65256,0.95635,0.95487,0.98269,0.78747,0.90608,0.87225,1.49876,0.000220433,0.000220433,0.000220433
301,977.326,1.1997,1.16437,1.65468,0.96726,0.95073,0.98489,0.78929,0.89174,0.86535,1.48669,0.000216391,0.000216391,0.000216391
302,979.837,1.23958,1.21863,1.67856,0.96291,0.93971,0.98527,0.79337,0.87954,0.8421,1.4723,0.000212349,0.000212349,0.000212349
303,982.399,1.25693,1.20064,1.6648,0.95351,0.94081,0.986,0.80109,0.8874,0.83555,1.47067,0.000208307,0.000208307,0.000208307
304,986.337,1.24914,1.15675,1.67387,0.96588,0.93962,0.98624,0.7977,0.90927,0.83976,1.47432,0.000204265,0.000204265,0.000204265
305,990.686,1.22982,1.1129,1.6408,0.96115,0.95347,0.98648,0.80199,0.89953,0.83087,1.46889,0.000200223,0.000200223,0.000200223
306,993.91,1.29935,1.17118,1.72995,0.96587,0.95244,0.98633,0.80735,0.87741,0.81731,1.46026,0.000196181,0.000196181,0.000196181
307,996.489,1.22223,1.12999,1.63328,0.96011,0.95397,0.98642,0.80669,0.86549,0.82144,1.45627,0.000192139,0.000192139,0.000192139
308,999.105,1.22649,1.11533,1.62591,0.977,0.95627,0.98665,0.80216,0.8457,0.83279,1.45591,0.000188097,0.000188097,0.000188097
309,1001.7,1.22409,1.09512,1.58827,0.9696,0.96349,0.98556,0.80232,0.84672,0.83412,1.45611,0.000184055,0.000184055,0.000184055
310,1004.88,1.16206,1.08847,1.57269,0.9624,0.94917,0.98555,0.80165,0.8456,0.83424,1.45255,0.000180013,0.000180013,0.000180013
311,1008.74,1.18018,1.18709,1.61899,0.94176,0.96985,0.98565,0.80439,0.84381,0.83146,1.44668,0.000175971,0.000175971,0.000175971
312,1012.61,1.14424,1.08304,1.58179,0.9429,0.96144,0.98571,0.80506,0.8671,0.81315,1.45671,0.000171929,0.000171929,0.000171929
313,1015.35,1.19315,1.10275,1.62476,0.94102,0.95839,0.98543,0.8045,0.87304,0.80494,1.46001,0.000167887,0.000167887,0.000167887
314,1017.91,1.21025,1.07004,1.58871,0.94669,0.95453,0.98612,0.81094,0.87771,0.80054,1.46393,0.000163845,0.000163845,0.000163845
315,1020.42,1.18436,1.16373,1.68681,0.95558,0.96021,0.9855,0.82026,0.88519,0.7918,1.47023,0.000159803,0.000159803,0.000159803
316,1022.93,1.31511,1.24895,1.70675,0.9526,0.96299,0.98551,0.8073,0.88267,0.78169,1.47034,0.000155761,0.000155761,0.000155761
317,1026.44,1.15448,1.01863,1.54813,0.96048,0.96017,0.98649,0.80468,0.8764,0.77811,1.46587,0.000151719,0.000151719,0.000151719
318,1030.57,1.22245,1.17812,1.63122,0.95773,0.96379,0.98632,0.8056,0.86841,0.78277,1.46021,0.000147677,0.000147677,0.000147677
319,1034.12,1.19563,1.10904,1.59928,0.95623,0.96469,0.98643,0.80707,0.86259,0.78384,1.45598,0.000143635,0.000143635,0.000143635
320,1036.81,1.21598,1.1813,1.64848,0.96418,0.96404,0.9871,0.80763,0.84773,0.78677,1.44333,0.000139593,0.000139593,0.000139593
321,1039.35,1.18857,1.11823,1.60816,0.9509,0.97265,0.98676,0.80359,0.84234,0.79007,1.4391,0.000135551,0.000135551,0.000135551
322,1041.88,1.17075,1.0472,1.60808,0.94963,0.97352,0.98673,0.80513,0.83799,0.79437,1.43414,0.000131509,0.000131509,0.000131509
323,1044.89,1.21705,1.10959,1.62702,0.95598,0.9662,0.98688,0.81131,0.83284,0.79281,1.43039,0.000127467,0.000127467,0.000127467
324,1048.76,1.2171,1.15402,1.67977,0.96425,0.9686,0.98726,0.82005,0.82565,0.79859,1.42311,0.000123425,0.000123425,0.000123425
325,1052.87,1.11285,1.05755,1.60066,0.96867,0.96519,0.98762,0.82042,0.82306,0.79117,1.41921,0.000119383,0.000119383,0.000119383
326,1055.8,1.25945,1.10695,1.6282,0.9684,0.95828,0.98752,0.82127,0.82189,0.78904,1.41404,0.000115341,0.000115341,0.000115341
327,1058.43,1.1836,1.1485,1.64124,0.96786,0.95903,0.98732,0.81978,0.82186,0.79017,1.41174,0.000111299,0.000111299,0.000111299
328,1061.02,1.20183,1.11036,1.59553,0.94257,0.96737,0.98714,0.81834,0.82836,0.79104,1.41254,0.000107257,0.000107257,0.000107257
329,1063.57,1.2279,1.15508,1.66383,0.95247,0.96718,0.98718,0.82389,0.82429,0.78648,1.41325,0.000103215,0.000103215,0.000103215
330,1066.8,1.12175,1.05388,1.5295,0.95356,0.96701,0.98733,0.82216,0.81583,0.79005,1.41164,9.91726e-05,9.91726e-05,9.91726e-05
331,1070.9,1.19505,1.09748,1.58947,0.95559,0.96667,0.98778,0.81725,0.81617,0.79306,1.41136,9.51306e-05,9.51306e-05,9.51306e-05
332,1074.53,1.18032,1.07342,1.60455,0.95279,0.96935,0.98754,0.81973,0.81751,0.78407,1.41578,9.10885e-05,9.10885e-05,9.10885e-05
333,1077.02,1.17872,1.12279,1.60335,0.95364,0.9732,0.98746,0.82343,0.80545,0.77997,1.40878,8.70465e-05,8.70465e-05,8.70465e-05
334,1079.52,1.17621,1.12195,1.64774,0.95247,0.97536,0.98752,0.82618,0.79849,0.76573,1.40262,8.30045e-05,8.30045e-05,8.30045e-05
335,1082.09,1.12736,1.04507,1.54834,0.95173,0.9755,0.98738,0.83225,0.79252,0.76016,1.39728,7.89625e-05,7.89625e-05,7.89625e-05
336,1084.99,1.2342,1.13781,1.63748,0.94251,0.97735,0.98734,0.82872,0.79184,0.76629,1.3922,7.49204e-05,7.49204e-05,7.49204e-05
337,1089.28,1.21095,1.18437,1.62278,0.94266,0.97735,0.98724,0.82402,0.78839,0.77196,1.3885,7.08784e-05,7.08784e-05,7.08784e-05
338,1093.74,1.1624,1.08023,1.59332,0.95405,0.97703,0.98711,0.82545,0.78663,0.77316,1.38905,6.68364e-05,6.68364e-05,6.68364e-05
339,1098.42,1.17674,1.03057,1.56906,0.95271,0.97726,0.98671,0.82713,0.78174,0.77007,1.38745,6.27943e-05,6.27943e-05,6.27943e-05
340,1102.82,1.18453,1.07556,1.58227,0.95084,0.97524,0.98705,0.82649,0.77631,0.77119,1.38653,5.87523e-05,5.87523e-05,5.87523e-05
341,1107.26,1.10479,1.17343,1.58923,0.95929,0.96985,0.98729,0.82409,0.77788,0.77041,1.38557,5.47103e-05,5.47103e-05,5.47103e-05
342,1110.11,1.05213,1.10303,1.54307,0.96209,0.96985,0.98764,0.8213,0.78149,0.77453,1.38425,5.06683e-05,5.06683e-05,5.06683e-05
343,1112.68,1.09762,1.16685,1.62305,0.95872,0.96686,0.98769,0.8222,0.78591,0.7832,1.38228,4.66262e-05,4.66262e-05,4.66262e-05
344,1116.57,0.97559,1.06034,1.43563,0.96219,0.96236,0.98777,0.8246,0.7893,0.80117,1.3806,4.25842e-05,4.25842e-05,4.25842e-05
345,1120.39,1.01444,0.9678,1.52052,0.96181,0.96236,0.98775,0.82232,0.79277,0.80519,1.38006,3.85422e-05,3.85422e-05,3.85422e-05
346,1123.37,0.99734,0.95841,1.46727,0.96472,0.96236,0.98755,0.82498,0.79453,0.80481,1.38084,3.45001e-05,3.45001e-05,3.45001e-05
347,1125.97,0.97831,0.98386,1.49965,0.96645,0.96089,0.98742,0.82248,0.79964,0.80527,1.3807,3.04581e-05,3.04581e-05,3.04581e-05
348,1128.36,1.05995,1.08329,1.59858,0.96899,0.95606,0.9873,0.81745,0.81268,0.8051,1.38304,2.64161e-05,2.64161e-05,2.64161e-05
349,1130.93,0.96586,0.94806,1.45558,0.95576,0.949,0.98711,0.81796,0.8146,0.80549,1.38461,2.23741e-05,2.23741e-05,2.23741e-05
350,1134.23,1.00971,0.9331,1.44136,0.95621,0.949,0.98682,0.81961,0.8159,0.80567,1.38497,1.8332e-05,1.8332e-05,1.8332e-05
