epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,66.9886,3.07574,3.54883,3.72705,0.00426,0.30549,0.0047,0.00163,2.91162,3.95211,4.23998,0.000949753,0.000949753,0.000949753
15,70.5526,3.06862,3.52244,3.69334,0.00502,0.29596,0.00464,0.00173,2.91765,4.13311,4.32569,0.00101558,0.00101558,0.00101558
16,74.5631,2.92248,3.42232,3.59379,0.00497,0.2883,0.00459,0.00172,2.91013,4.30281,4.35927,0.00108101,0.00108101,0.00108101
17,77.6986,3.02885,3.40997,3.57588,0.00503,0.29979,0.00724,0.00264,2.90787,4.24435,4.42741,0.00114604,0.00114604,0.00114604
18,80.3621,3.07299,3.40848,3.52152,0.00542,0.32645,0.00737,0.00248,2.90147,4.1932,4.41756,0.00121065,0.00121065,0.00121065
19,82.7107,3.01766,3.39691,3.51529,0.00436,0.33963,0.01326,0.00289,2.89406,4.15909,4.3978,0.00127487,0.00127487,0.00127487
20,85.1923,2.9011,3.33566,3.43207,0.01635,0.04007,0.01177,0.00309,2.86034,4.09034,4.29276,0.00133868,0.00133868,0.00133868
21,88.3631,3.03027,3.33049,3.48717,0.02583,0.05342,0.01519,0.0038,2.82948,3.98066,4.14548,0.00134816,0.00134816,0.00134816
22,92.28,2.90463,3.3451,3.41471,0.04752,0.08396,0.01864,0.00462,2.82453,4.04122,4.09763,0.00134412,0.00134412,0.00134412
23,96.3887,2.96452,3.24557,3.36838,0.02869,0.09912,0.01696,0.00418,2.82252,4.62883,4.01352,0.00134008,0.00134008,0.00134008
24,98.9518,2.8975,3.27241,3.40433,0.35478,0.07258,0.01036,0.00328,2.86779,6.75409,4.02093,0.00133603,0.00133603,0.00133603
25,101.427,2.81019,3.3216,3.3577,0.35553,0.04018,0.01154,0.00381,2.79819,6.33732,3.86998,0.00133199,0.00133199,0.00133199
26,103.855,2.7608,3.20787,3.31626,0.14603,0.06869,0.01683,0.00493,2.78434,6.7579,3.80213,0.00132795,0.00132795,0.00132795
27,106.352,2.79209,3.23552,3.31765,0.01864,0.13907,0.01837,0.00448,2.75031,7.22253,3.77453,0.00132391,0.00132391,0.00132391
28,110.077,2.77596,3.2411,3.26691,0.05091,0.17452,0.02887,0.00861,2.73989,6.35582,3.65448,0.00131987,0.00131987,0.00131987
29,114.093,2.79418,3.24008,3.19104,0.10604,0.17525,0.04321,0.0128,2.73521,5.2906,3.5473,0.00131582,0.00131582,0.00131582
30,117.37,2.78804,3.1945,3.23347,0.15911,0.18478,0.05019,0.01452,2.72599,4.47342,3.50664,0.00131178,0.00131178,0.00131178
31,119.793,2.7714,3.24904,3.25012,0.12217,0.11811,0.03797,0.01251,2.80696,4.51911,3.51308,0.00130774,0.00130774,0.00130774
32,122.272,2.68331,3.19052,3.14676,0.13778,0.12358,0.04279,0.01376,2.82675,5.15688,3.53096,0.0013037,0.0013037,0.0013037
33,124.862,2.73483,3.179,3.14524,0.07351,0.16218,0.04834,0.01726,2.79015,9.90056,3.59203,0.00129966,0.00129966,0.00129966
34,128.997,2.81553,3.26233,3.13222,0.07929,0.21324,0.05929,0.01819,2.73294,12.2442,3.53033,0.00129561,0.00129561,0.00129561
35,133.441,2.68223,3.35335,3.1943,0.07818,0.29128,0.06108,0.01732,2.69688,21.1768,3.57926,0.00129157,0.00129157,0.00129157
36,137.82,2.69356,3.17936,3.14168,0.10363,0.33907,0.08781,0.03234,2.57645,4.52458,3.35034,0.00128753,0.00128753,0.00128753
37,142.115,2.60513,3.1197,3.1312,0.15077,0.21407,0.08742,0.02834,2.54818,3.12041,3.31273,0.00128349,0.00128349,0.00128349
38,144.642,2.67071,3.05045,3.03534,0.15727,0.21341,0.07525,0.02603,2.5724,3.33985,3.35371,0.00127944,0.00127944,0.00127944
39,147.217,2.69528,3.12946,3.06094,0.09846,0.23583,0.05378,0.01813,2.6233,4.88166,3.4602,0.0012754,0.0012754,0.0012754
40,149.729,2.60536,3.02962,2.99487,0.14353,0.29827,0.07894,0.02704,2.57288,8.53246,3.51875,0.00127136,0.00127136,0.00127136
41,152.181,2.5229,2.94122,2.98678,0.1989,0.31726,0.1316,0.04536,2.51449,4.28092,3.32095,0.00126732,0.00126732,0.00126732
42,155.882,2.55837,3.01141,2.97139,0.18786,0.30976,0.14573,0.05078,2.53726,3.24707,3.26381,0.00126328,0.00126328,0.00126328
43,160.001,2.63796,3.07141,3.11237,0.20439,0.24913,0.12424,0.04229,2.54614,2.95297,3.22171,0.00125923,0.00125923,0.00125923
44,163.371,2.62217,3.06853,3.09987,0.20762,0.23572,0.14651,0.05431,2.5281,3.36386,3.17631,0.00125519,0.00125519,0.00125519
45,165.853,2.64872,3.02287,3.04888,0.27521,0.21113,0.17241,0.06678,2.46027,3.50205,3.07806,0.00125115,0.00125115,0.00125115
46,168.426,2.52473,2.92287,2.94827,0.22212,0.30075,0.17756,0.06572,2.41013,3.93751,3.01175,0.00124711,0.00124711,0.00124711
47,170.957,2.52857,2.84594,2.92887,0.20502,0.35214,0.1863,0.07057,2.45998,5.54506,3.08173,0.00124307,0.00124307,0.00124307
48,174.16,2.53043,2.9798,2.92494,0.29587,0.29113,0.17952,0.06286,2.53131,4.54824,3.20333,0.00123902,0.00123902,0.00123902
49,178.292,2.38182,2.9909,2.91962,0.20496,0.27307,0.15888,0.05584,2.53075,3.27654,3.10903,0.00123498,0.00123498,0.00123498
50,182.079,2.49227,2.95353,2.92288,0.12979,0.23814,0.12116,0.04341,2.51089,2.98019,3.07778,0.00123094,0.00123094,0.00123094
51,184.719,2.52495,3.05367,2.96216,0.14584,0.20674,0.10974,0.04081,2.5058,3.08434,3.07228,0.0012269,0.0012269,0.0012269
52,187.23,2.46524,2.91214,2.91033,0.20631,0.16623,0.14006,0.04887,2.53234,3.10907,3.0862,0.00122286,0.00122286,0.00122286
53,189.734,2.45069,2.80663,2.832,0.22068,0.19255,0.15737,0.05756,2.44518,2.99319,3.09545,0.00121881,0.00121881,0.00121881
54,192.266,2.47636,2.94521,2.94105,0.16847,0.24585,0.15977,0.06081,2.43572,2.90696,3.1254,0.00121477,0.00121477,0.00121477
55,195.888,2.51083,2.95236,2.92984,0.50303,0.10612,0.13384,0.05062,2.45812,2.90317,3.16271,0.00121073,0.00121073,0.00121073
56,200.353,2.4935,3.03493,2.97651,0.55636,0.14324,0.12098,0.04631,2.47541,2.92237,3.09024,0.00120669,0.00120669,0.00120669
57,203.693,2.41468,2.89521,2.89309,0.23127,0.19074,0.13513,0.05426,2.36194,2.88428,3.02722,0.00120265,0.00120265,0.00120265
58,206.249,2.42383,2.79023,2.85998,0.26387,0.20968,0.14204,0.0574,2.31253,2.91591,3.01559,0.0011986,0.0011986,0.0011986
59,208.82,2.35605,2.8799,2.8891,0.21826,0.2094,0.17126,0.06518,2.3631,2.89079,3.0657,0.00119456,0.00119456,0.00119456
60,211.432,2.51713,2.80587,2.83799,0.31524,0.24877,0.22083,0.09301,2.38599,2.77215,3.05097,0.00119052,0.00119052,0.00119052
61,214.583,2.38368,2.87199,2.87713,0.36613,0.23986,0.22172,0.09433,2.34318,2.97792,2.97778,0.00118648,0.00118648,0.00118648
62,218.605,2.4016,2.77567,2.86731,0.3203,0.27458,0.22775,0.10023,2.2864,2.93406,2.93768,0.00118244,0.00118244,0.00118244
63,222.756,2.34181,2.7217,2.78996,0.32875,0.23276,0.20977,0.08627,2.28801,2.88766,2.92548,0.00117839,0.00117839,0.00117839
64,225.296,2.29652,2.67755,2.71744,0.27349,0.24343,0.15757,0.06201,2.2854,2.97217,2.94678,0.00117435,0.00117435,0.00117435
65,227.786,2.37166,2.67848,2.70586,0.23726,0.21852,0.1688,0.06515,2.27726,3.08886,2.93384,0.00117031,0.00117031,0.00117031
66,230.341,2.29157,2.65427,2.73562,0.23161,0.34062,0.18149,0.07251,2.25752,3.54509,2.93303,0.00116627,0.00116627,0.00116627
67,232.904,2.31114,2.60854,2.78183,0.27895,0.27252,0.21715,0.07994,2.24037,2.89738,2.89773,0.00116223,0.00116223,0.00116223
68,236.719,2.25525,2.61526,2.67087,0.27886,0.39621,0.22949,0.0914,2.24879,3.40054,3.04399,0.00115818,0.00115818,0.00115818
69,240.867,2.23937,2.62049,2.71504,0.35711,0.37406,0.27442,0.10989,2.17513,3.15372,3.03679,0.00115414,0.00115414,0.00115414
70,243.812,2.2488,2.57832,2.64482,0.30523,0.42122,0.2957,0.11726,2.16605,3.40268,3.05611,0.0011501,0.0011501,0.0011501
71,246.363,2.26125,2.67172,2.69844,0.27392,0.43363,0.30513,0.12508,2.18808,3.26383,3.02652,0.00114606,0.00114606,0.00114606
72,248.898,2.27643,2.6188,2.7051,0.40784,0.19938,0.27312,0.10865,2.2477,2.99527,3.00835,0.00114202,0.00114202,0.00114202
73,251.354,2.3512,2.56962,2.69933,0.26173,0.31501,0.26406,0.11248,2.24947,2.88627,2.95657,0.00113797,0.00113797,0.00113797
74,254.67,2.33814,2.65167,2.76514,0.31228,0.28522,0.27976,0.11708,2.23023,2.77808,2.90412,0.00113393,0.00113393,0.00113393
75,258.729,2.27132,2.64635,2.70446,0.56103,0.25579,0.31443,0.12999,2.26747,2.60804,2.91512,0.00112989,0.00112989,0.00112989
76,262.901,2.2079,2.57326,2.5948,0.33634,0.3471,0.30436,0.12437,2.24719,2.50197,2.87379,0.00112585,0.00112585,0.00112585
77,265.661,2.14558,2.50343,2.61854,0.47301,0.26231,0.29573,0.11687,2.21056,2.66539,2.83399,0.00112181,0.00112181,0.00112181
78,268.157,2.15158,2.59772,2.60599,0.37166,0.32137,0.28648,0.1132,2.21829,2.67949,2.83658,0.00111776,0.00111776,0.00111776
79,270.709,2.20501,2.53975,2.60329,0.40125,0.29173,0.28898,0.12309,2.23061,2.54743,2.83998,0.00111372,0.00111372,0.00111372
80,273.258,2.24455,2.45322,2.69195,0.38212,0.44545,0.3162,0.12136,2.27156,2.44036,2.86827,0.00110968,0.00110968,0.00110968
81,276.756,2.15954,2.44056,2.61281,0.41367,0.33168,0.3159,0.11963,2.28382,2.58272,2.88742,0.00110564,0.00110564,0.00110564
82,281.078,2.27018,2.53895,2.66573,0.37305,0.33786,0.32547,0.12833,2.27372,2.5522,2.87105,0.0011016,0.0011016,0.0011016
83,284.709,2.22043,2.51905,2.63657,0.3947,0.38948,0.33503,0.14518,2.27134,2.49785,2.82573,0.00109755,0.00109755,0.00109755
84,287.292,2.15196,2.4077,2.51023,0.27868,0.38915,0.30983,0.12549,2.24453,2.57355,2.80302,0.00109351,0.00109351,0.00109351
85,289.677,2.14476,2.40042,2.50101,0.39317,0.29629,0.29465,0.13164,2.16403,2.54978,2.73579,0.00108947,0.00108947,0.00108947
86,292.099,2.14026,2.501,2.58111,0.2375,0.48756,0.30039,0.14221,2.05904,2.97276,2.67595,0.00108543,0.00108543,0.00108543
87,294.6,2.03137,2.30266,2.47966,0.35655,0.41336,0.35779,0.17105,2.05004,2.688,2.6788,0.00108139,0.00108139,0.00108139
88,298.384,2.1211,2.50011,2.57491,0.3999,0.44294,0.30463,0.13803,2.07123,3.09901,2.70403,0.00107734,0.00107734,0.00107734
89,302.308,2.08145,2.54431,2.51415,0.27174,0.46185,0.26702,0.11883,2.09916,3.31705,2.71243,0.0010733,0.0010733,0.0010733
90,305.284,2.02933,2.34783,2.47722,0.23949,0.38945,0.26523,0.10733,2.13837,3.23532,2.7466,0.00106926,0.00106926,0.00106926
91,307.736,2.11581,2.4148,2.57396,0.33755,0.29998,0.29294,0.11485,2.18373,2.70936,2.7643,0.00106522,0.00106522,0.00106522
92,310.252,2.08679,2.4747,2.60352,0.40616,0.38651,0.37414,0.16851,2.13202,2.39713,2.71733,0.00106118,0.00106118,0.00106118
93,312.744,2.12476,2.34295,2.49155,0.5233,0.31055,0.37357,0.16541,2.12384,2.37386,2.71084,0.00105713,0.00105713,0.00105713
94,316.211,2.13008,2.39814,2.53858,0.45967,0.38311,0.40245,0.17595,2.10626,2.42176,2.67712,0.00105309,0.00105309,0.00105309
95,320.474,2.05702,2.29166,2.47105,0.47533,0.47095,0.42048,0.18869,2.06212,2.59958,2.64567,0.00104905,0.00104905,0.00104905
96,324.864,2.06388,2.41599,2.51026,0.47391,0.41394,0.4268,0.20132,2.08606,2.46653,2.62501,0.00104501,0.00104501,0.00104501
97,329.419,2.10957,2.44704,2.49154,0.43004,0.43743,0.40154,0.18321,2.11286,2.44576,2.65911,0.00104097,0.00104097,0.00104097
98,332.39,2.05413,2.25638,2.50979,0.41434,0.48783,0.42238,0.18278,2.12022,2.41153,2.63105,0.00103692,0.00103692,0.00103692
99,335.013,2.03096,2.29531,2.44104,0.43231,0.45159,0.39583,0.17688,2.07099,2.42031,2.59861,0.00103288,0.00103288,0.00103288
100,337.532,2.02802,2.32525,2.49265,0.4273,0.3942,0.39802,0.18443,1.99832,2.42068,2.58155,0.00102884,0.00102884,0.00102884
101,340.112,2.14459,2.34389,2.58389,0.42781,0.43174,0.3987,0.182,1.99166,2.31085,2.59545,0.0010248,0.0010248,0.0010248
102,343.752,2.01434,2.37684,2.48233,0.46768,0.42206,0.44099,0.20666,1.97149,2.17123,2.57524,0.00102076,0.00102076,0.00102076
103,348.11,2.02178,2.34352,2.50706,0.45307,0.48474,0.44829,0.20896,1.98316,2.13819,2.5981,0.00101671,0.00101671,0.00101671
104,351.04,1.99085,2.34552,2.49396,0.46299,0.4955,0.46356,0.21729,1.9769,2.1499,2.57825,0.00101267,0.00101267,0.00101267
105,353.531,2.02914,2.21389,2.41726,0.37355,0.55187,0.47175,0.23197,1.96946,2.07801,2.55959,0.00100863,0.00100863,0.00100863
106,356.041,2.04515,2.32307,2.50215,0.46927,0.53082,0.53368,0.26759,1.93492,2.01016,2.51655,0.00100459,0.00100459,0.00100459
107,358.481,1.96821,2.30383,2.43939,0.59722,0.51888,0.58847,0.30629,1.92198,2.0419,2.49138,0.00100054,0.00100054,0.00100054
108,361.642,1.98079,2.16888,2.39414,0.56888,0.54943,0.57783,0.29998,1.89793,2.12821,2.4608,0.000996503,0.000996503,0.000996503
109,366.069,1.98168,2.03471,2.36827,0.46035,0.48615,0.51154,0.2683,1.89079,2.1982,2.44505,0.000992461,0.000992461,0.000992461
110,369.951,1.97037,2.32756,2.427,0.42912,0.50841,0.4649,0.2365,1.87746,2.22358,2.414,0.000988419,0.000988419,0.000988419
111,372.573,1.96041,2.04255,2.33318,0.41231,0.51279,0.44773,0.2212,1.90272,2.15839,2.41317,0.000984377,0.000984377,0.000984377
112,375.087,1.94359,2.13059,2.42215,0.53823,0.38819,0.43151,0.22141,1.89637,2.08684,2.40406,0.000980335,0.000980335,0.000980335
113,377.571,1.94023,2.22562,2.43803,0.49815,0.45187,0.45293,0.22629,1.89887,2.10703,2.41836,0.000976293,0.000976293,0.000976293
114,380.079,1.98742,2.30484,2.37285,0.51223,0.41907,0.47089,0.23301,1.89356,2.08042,2.41677,0.000972251,0.000972251,0.000972251
115,383.743,1.99812,2.17991,2.35418,0.57924,0.37208,0.47625,0.21699,1.88421,2.02189,2.42867,0.000968209,0.000968209,0.000968209
116,388.174,1.97001,2.12988,2.34879,0.46073,0.55765,0.55129,0.27079,1.87131,1.91977,2.41852,0.000964167,0.000964167,0.000964167
117,391.422,1.95522,2.136,2.35082,0.53614,0.55055,0.57659,0.30377,1.81382,1.8799,2.38178,0.000960125,0.000960125,0.000960125
118,393.904,1.88799,2.29365,2.39921,0.535,0.55641,0.55875,0.29896,1.80735,1.84787,2.36594,0.000956083,0.000956083,0.000956083
119,396.421,1.90614,2.21459,2.39166,0.52835,0.52334,0.55793,0.28117,1.8038,1.92119,2.36789,0.000952041,0.000952041,0.000952041
120,398.874,1.9171,2.12831,2.36706,0.47841,0.56751,0.57797,0.29513,1.80306,2.14367,2.37125,0.000947999,0.000947999,0.000947999
121,401.738,1.90138,2.07397,2.34222,0.56409,0.53839,0.6156,0.32242,1.79248,2.00812,2.36722,0.000943957,0.000943957,0.000943957
122,405.765,1.94993,2.14042,2.41424,0.60498,0.55427,0.61891,0.33107,1.78891,1.9108,2.35659,0.000939915,0.000939915,0.000939915
123,410.054,1.8983,2.0979,2.33965,0.56844,0.57582,0.62046,0.32715,1.83043,1.93569,2.39811,0.000935873,0.000935873,0.000935873
124,412.758,1.89032,2.09596,2.35648,0.58155,0.57559,0.58939,0.28234,1.88429,1.96009,2.45917,0.00093183,0.00093183,0.00093183
125,415.243,1.84146,1.98,2.29096,0.5709,0.55794,0.59304,0.29731,1.82529,1.97704,2.40228,0.000927788,0.000927788,0.000927788
126,417.726,1.93689,2.12719,2.39828,0.60593,0.53218,0.60131,0.32419,1.80058,1.9547,2.38234,0.000923746,0.000923746,0.000923746
127,420.277,1.90695,2.05169,2.29257,0.6523,0.52403,0.61437,0.34059,1.80867,1.88449,2.37683,0.000919704,0.000919704,0.000919704
128,423.847,1.85227,1.99589,2.24234,0.4863,0.52196,0.51557,0.26849,1.83509,2.054,2.38656,0.000915662,0.000915662,0.000915662
129,428.198,1.78352,1.9045,2.15706,0.58057,0.43666,0.51342,0.26317,1.86877,2.05441,2.40497,0.00091162,0.00091162,0.00091162
130,431.862,1.84827,2.07316,2.31683,0.51275,0.54694,0.57692,0.29656,1.86749,2.0003,2.40759,0.000907578,0.000907578,0.000907578
131,434.342,1.84793,1.97092,2.32599,0.61421,0.51504,0.57865,0.29325,1.87161,2.01736,2.46729,0.000903536,0.000903536,0.000903536
132,436.862,1.90091,2.0519,2.33832,0.64248,0.51809,0.627,0.33054,1.83062,1.98294,2.42405,0.000899494,0.000899494,0.000899494
133,439.433,1.88878,2.16779,2.39049,0.6632,0.51826,0.63882,0.34086,1.81816,1.94613,2.40547,0.000895452,0.000895452,0.000895452
134,442.017,1.90752,2.01079,2.25615,0.65377,0.57051,0.65799,0.35216,1.78396,1.80535,2.32677,0.00089141,0.00089141,0.00089141
135,445.697,1.80977,1.96433,2.24933,0.599,0.58058,0.62456,0.3323,1.75504,1.75868,2.28348,0.000887368,0.000887368,0.000887368
136,449.541,1.8892,2.07787,2.31441,0.56784,0.56819,0.59712,0.33447,1.69196,1.84788,2.28162,0.000883326,0.000883326,0.000883326
137,452.922,1.79365,1.978,2.2127,0.51807,0.59412,0.60492,0.34337,1.68534,1.82977,2.27496,0.000879284,0.000879284,0.000879284
138,455.43,1.91828,2.0408,2.29535,0.58096,0.61183,0.6456,0.3586,1.6972,1.77887,2.29663,0.000875242,0.000875242,0.000875242
139,457.925,1.84454,1.90502,2.2296,0.61456,0.57636,0.6364,0.35477,1.70916,1.77041,2.31981,0.0008712,0.0008712,0.0008712
140,460.426,1.80013,2.11112,2.31012,0.64301,0.58459,0.6681,0.36444,1.70066,1.69868,2.30265,0.000867158,0.000867158,0.000867158
141,463.379,1.75704,1.91051,2.20542,0.61603,0.59048,0.67941,0.38123,1.69877,1.68098,2.29401,0.000863116,0.000863116,0.000863116
142,467.151,1.78421,1.9392,2.21336,0.6548,0.60848,0.68934,0.38195,1.78737,1.72431,2.34752,0.000859074,0.000859074,0.000859074
143,471.463,1.75226,1.89965,2.1727,0.70055,0.53593,0.65637,0.33888,1.87816,1.81288,2.39429,0.000855032,0.000855032,0.000855032
144,474.238,1.81654,2.07705,2.23524,0.65737,0.4094,0.52081,0.25893,1.86865,2.07875,2.41245,0.00085099,0.00085099,0.00085099
145,476.75,1.79502,2.0247,2.22786,0.72241,0.42921,0.5681,0.29262,1.70553,1.90493,2.30484,0.000846948,0.000846948,0.000846948
146,479.263,1.78192,1.8609,2.15291,0.77631,0.49273,0.6699,0.37006,1.62334,1.65107,2.21274,0.000842906,0.000842906,0.000842906
147,481.866,1.80209,1.99997,2.23687,0.72929,0.64134,0.74228,0.42056,1.62742,1.6079,2.19724,0.000838864,0.000838864,0.000838864
148,485.542,1.76553,1.85267,2.21819,0.59992,0.66552,0.69942,0.41746,1.66197,1.80673,2.20783,0.000834822,0.000834822,0.000834822
149,489.843,1.74482,1.8861,2.17971,0.6845,0.60644,0.69494,0.43057,1.58949,1.76045,2.15533,0.00083078,0.00083078,0.00083078
150,493.636,1.82283,1.82865,2.16547,0.62208,0.68242,0.70835,0.43169,1.5181,1.66728,2.10904,0.000826738,0.000826738,0.000826738
151,496.148,1.76665,1.89761,2.15612,0.64647,0.59192,0.65928,0.3654,1.63571,1.69052,2.18984,0.000822696,0.000822696,0.000822696
152,498.684,1.71699,1.79361,2.13146,0.61242,0.52024,0.5974,0.31598,1.75098,2.01174,2.28001,0.000818654,0.000818654,0.000818654
153,501.185,1.64414,1.9026,2.13449,0.63498,0.63163,0.68744,0.40123,1.65053,1.90203,2.18206,0.000814612,0.000814612,0.000814612
154,503.888,1.7733,1.85592,2.17148,0.73135,0.66004,0.77264,0.45928,1.60356,1.74369,2.12828,0.00081057,0.00081057,0.00081057
155,507.906,1.74194,1.80894,2.10503,0.68786,0.71306,0.78062,0.47485,1.60945,1.67678,2.13775,0.000806528,0.000806528,0.000806528
156,512.457,1.79119,1.88119,2.14469,0.62473,0.71464,0.74813,0.4102,1.73421,1.67153,2.25615,0.000802486,0.000802486,0.000802486
157,516.892,1.79222,1.87588,2.19121,0.64495,0.71425,0.75516,0.43382,1.64496,1.58813,2.1937,0.000798444,0.000798444,0.000798444
158,520.959,1.80129,1.82559,2.16553,0.67594,0.70856,0.77689,0.48046,1.51214,1.55377,2.10696,0.000794402,0.000794402,0.000794402
159,523.502,1.63676,1.77163,2.10347,0.71776,0.72033,0.7851,0.46073,1.51161,1.53483,2.07951,0.000790359,0.000790359,0.000790359
160,525.964,1.75418,1.95079,2.1967,0.7687,0.7079,0.81416,0.46142,1.60923,1.50708,2.13931,0.000786317,0.000786317,0.000786317
161,529.034,1.71805,1.89126,2.15961,0.76134,0.73433,0.82664,0.49323,1.58979,1.47875,2.13005,0.000782275,0.000782275,0.000782275
162,533.094,1.68096,1.62623,2.04196,0.84432,0.62864,0.81057,0.48763,1.58558,1.52488,2.13597,0.000778233,0.000778233,0.000778233
163,537.278,1.68442,1.71583,2.10271,0.82182,0.62863,0.80261,0.48852,1.56281,1.51743,2.10398,0.000774191,0.000774191,0.000774191
164,540.118,1.67797,1.70013,2.1196,0.7664,0.67277,0.82034,0.5126,1.49777,1.46191,2.08331,0.000770149,0.000770149,0.000770149
165,542.736,1.7625,1.90774,2.20857,0.71581,0.69086,0.81967,0.50756,1.49016,1.44257,2.06547,0.000766107,0.000766107,0.000766107
166,545.21,1.67415,1.67157,2.05868,0.7287,0.6908,0.80607,0.5055,1.47598,1.46287,2.05832,0.000762065,0.000762065,0.000762065
167,547.731,1.65263,1.91313,2.15722,0.74646,0.69937,0.80859,0.50931,1.47982,1.48028,2.06423,0.000758023,0.000758023,0.000758023
168,550.942,1.60475,1.79143,2.09234,0.82989,0.67061,0.83134,0.50267,1.53542,1.5906,2.09674,0.000753981,0.000753981,0.000753981
169,554.846,1.70942,1.82573,2.15772,0.79022,0.68804,0.82167,0.50111,1.50747,1.61492,2.06959,0.000749939,0.000749939,0.000749939
170,558.736,1.73566,1.72158,2.02711,0.76409,0.69196,0.81333,0.49839,1.45996,1.65469,2.03566,0.000745897,0.000745897,0.000745897
171,561.491,1.66027,1.83871,2.1456,0.81163,0.64364,0.80287,0.49603,1.42759,1.60495,2.01486,0.000741855,0.000741855,0.000741855
172,564.006,1.65266,1.77663,2.07969,0.74503,0.71788,0.81585,0.51289,1.43644,1.47508,2.02993,0.000737813,0.000737813,0.000737813
173,566.485,1.65454,1.7561,2.06312,0.80601,0.66257,0.81891,0.50971,1.46889,1.47515,2.0428,0.000733771,0.000733771,0.000733771
174,569.044,1.66954,1.70962,2.02958,0.83004,0.69042,0.83086,0.52501,1.41772,1.45534,2.00719,0.000729729,0.000729729,0.000729729
175,572.873,1.62733,1.69789,2.1054,0.80572,0.72772,0.83554,0.53608,1.39937,1.45453,1.99631,0.000725687,0.000725687,0.000725687
176,577.07,1.64072,1.73109,2.09068,0.71198,0.7485,0.82669,0.51632,1.4711,1.52606,2.02075,0.000721645,0.000721645,0.000721645
177,580.339,1.61371,1.70055,2.06059,0.76018,0.73942,0.8416,0.54046,1.43059,1.47518,1.987,0.000717603,0.000717603,0.000717603
178,582.953,1.67706,1.6215,2.06126,0.80705,0.7076,0.85049,0.55425,1.42595,1.37939,1.97397,0.000713561,0.000713561,0.000713561
179,585.531,1.65484,1.67062,2.08092,0.7758,0.7715,0.84272,0.52353,1.45262,1.38262,1.99436,0.000709519,0.000709519,0.000709519
180,588.207,1.68788,1.7041,2.08294,0.85632,0.70439,0.82853,0.51898,1.40971,1.44113,1.96274,0.000705477,0.000705477,0.000705477
181,591.352,1.63319,1.6311,1.9922,0.78844,0.73223,0.82918,0.5234,1.43106,1.42462,1.97876,0.000701435,0.000701435,0.000701435
182,595.229,1.65919,1.74551,2.06331,0.82666,0.7078,0.83484,0.5319,1.42597,1.44529,1.99384,0.000697393,0.000697393,0.000697393
183,599.191,1.59161,1.76364,2.06681,0.71812,0.77342,0.81833,0.51623,1.42797,1.54353,2.00011,0.000693351,0.000693351,0.000693351
184,601.77,1.64233,1.65602,2.06233,0.68529,0.74592,0.77848,0.46794,1.47399,1.91054,2.05664,0.000689309,0.000689309,0.000689309
185,604.343,1.58977,1.64511,2.03903,0.78049,0.68194,0.80576,0.49887,1.48575,1.80116,2.06089,0.000685267,0.000685267,0.000685267
