epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,615.267,1.59316,1.77651,2.04865,0.78188,0.68422,0.81282,0.50709,1.4199,1.71559,2.0018,0.000774697,0.000774697,0.000774697
187,617.813,1.60186,1.64551,2.00171,0.83733,0.63369,0.80278,0.50248,1.45596,1.70753,2.00692,0.00077116,0.00077116,0.00077116
188,621.584,1.59697,1.65038,1.94376,0.77191,0.76265,0.85336,0.5432,1.40538,1.46429,1.96608,0.000767623,0.000767623,0.000767623
189,625.901,1.62982,1.6177,2.04049,0.80738,0.78952,0.88457,0.55953,1.39806,1.43408,1.96312,0.000764086,0.000764086,0.000764086
190,629.55,1.54304,1.5919,1.98065,0.78711,0.81974,0.89801,0.58372,1.34619,1.40978,1.91591,0.00076055,0.00076055,0.00076055
191,632.133,1.54021,1.61621,2.00275,0.77447,0.82101,0.89098,0.58668,1.32686,1.45148,1.88646,0.000757013,0.000757013,0.000757013
192,634.639,1.5485,1.58933,1.96824,0.79781,0.81979,0.8705,0.57212,1.35664,1.55602,1.90655,0.000753476,0.000753476,0.000753476
193,637.18,1.58931,1.64155,1.96938,0.81507,0.83495,0.87651,0.57636,1.36158,1.49624,1.91676,0.000749939,0.000749939,0.000749939
194,640.11,1.47549,1.46634,1.88792,0.82474,0.75902,0.86906,0.56203,1.37535,1.41804,1.93755,0.000746402,0.000746402,0.000746402
195,643.85,1.60633,1.53976,1.92223,0.79165,0.71566,0.81619,0.49221,1.42966,1.45274,1.99326,0.000742866,0.000742866,0.000742866
196,648.027,1.53962,1.60086,1.94376,0.69298,0.76309,0.78922,0.51527,1.3902,1.41183,1.96437,0.000739329,0.000739329,0.000739329
197,650.876,1.53843,1.58997,2.00341,0.78919,0.81455,0.87076,0.5846,1.29828,1.22885,1.87985,0.000735792,0.000735792,0.000735792
198,653.359,1.48025,1.49721,1.93705,0.84565,0.82538,0.90776,0.60625,1.26262,1.20578,1.85885,0.000732255,0.000732255,0.000732255
199,655.893,1.54581,1.69028,2.00946,0.85443,0.8305,0.90968,0.59941,1.2834,1.23915,1.88399,0.000728719,0.000728719,0.000728719
200,658.43,1.55356,1.48187,1.95501,0.81915,0.85202,0.90665,0.58154,1.34648,1.3668,1.91866,0.000725182,0.000725182,0.000725182
201,662.069,1.45007,1.51376,1.92906,0.79069,0.85979,0.90974,0.58746,1.37276,1.38021,1.92613,0.000721645,0.000721645,0.000721645
202,666.039,1.53567,1.58981,1.98979,0.8169,0.83831,0.91199,0.59264,1.35955,1.37393,1.92341,0.000718108,0.000718108,0.000718108
203,669.962,1.56419,1.5666,1.94719,0.81814,0.85331,0.91723,0.59337,1.36139,1.30488,1.91525,0.000714571,0.000714571,0.000714571
204,672.546,1.50122,1.48913,1.88216,0.86831,0.83145,0.92283,0.61464,1.2982,1.17928,1.89343,0.000711035,0.000711035,0.000711035
205,675.064,1.4472,1.47763,1.92423,0.84724,0.87624,0.91922,0.58655,1.35972,1.18078,1.94411,0.000707498,0.000707498,0.000707498
206,677.557,1.44496,1.5051,1.89815,0.86332,0.85604,0.92218,0.60697,1.33684,1.16312,1.91318,0.000703961,0.000703961,0.000703961
207,680.34,1.60258,1.54929,2.02445,0.86435,0.84952,0.9283,0.62897,1.29993,1.15643,1.86387,0.000700424,0.000700424,0.000700424
208,684.037,1.54334,1.498,1.9186,0.8496,0.87653,0.93145,0.64358,1.27834,1.15956,1.84931,0.000696888,0.000696888,0.000696888
209,688.521,1.54128,1.53091,1.92932,0.82928,0.88527,0.92909,0.62314,1.30801,1.16233,1.88155,0.000693351,0.000693351,0.000693351
210,691.431,1.53834,1.55068,1.9787,0.86694,0.81,0.91673,0.58447,1.38858,1.17938,1.94814,0.000689814,0.000689814,0.000689814
211,694.035,1.50706,1.56605,1.97126,0.8071,0.86007,0.90644,0.57869,1.3883,1.16928,1.96459,0.000686277,0.000686277,0.000686277
212,696.697,1.47663,1.56394,1.89976,0.82394,0.87083,0.91647,0.63357,1.25085,1.19003,1.85426,0.00068274,0.00068274,0.00068274
213,699.239,1.54552,1.44728,1.91136,0.87509,0.83542,0.91666,0.63817,1.22081,1.19869,1.8479,0.000679204,0.000679204,0.000679204
214,702.787,1.49895,1.45065,1.87503,0.86189,0.84423,0.91692,0.63749,1.20876,1.19144,1.84248,0.000675667,0.000675667,0.000675667
215,706.698,1.51153,1.53282,1.96379,0.89679,0.84083,0.9305,0.62802,1.21865,1.19608,1.8311,0.00067213,0.00067213,0.00067213
216,710.964,1.48443,1.52917,1.9027,0.91763,0.87169,0.94315,0.65673,1.17968,1.28619,1.758,0.000668593,0.000668593,0.000668593
217,713.521,1.40614,1.39927,1.81221,0.91233,0.88465,0.93986,0.65588,1.20363,1.23526,1.77471,0.000665057,0.000665057,0.000665057
218,716.052,1.417,1.38773,1.80387,0.87782,0.87505,0.93102,0.66259,1.20876,1.17644,1.79655,0.00066152,0.00066152,0.00066152
219,718.571,1.3791,1.37558,1.81498,0.86362,0.85296,0.92164,0.63463,1.22787,1.17339,1.82117,0.000657983,0.000657983,0.000657983
220,721.135,1.38122,1.37555,1.80733,0.82423,0.81302,0.90416,0.62389,1.27855,1.17444,1.85714,0.000654446,0.000654446,0.000654446
221,724.799,1.52606,1.56223,1.97283,0.86503,0.83429,0.91955,0.64662,1.21003,1.14484,1.78921,0.000650909,0.000650909,0.000650909
222,728.839,1.45289,1.34746,1.83183,0.87588,0.89337,0.93538,0.65803,1.17234,1.13467,1.74055,0.000647373,0.000647373,0.000647373
223,732.296,1.43561,1.46992,1.87507,0.86713,0.90634,0.93786,0.64839,1.22435,1.16327,1.77106,0.000643836,0.000643836,0.000643836
224,734.813,1.51069,1.54096,1.86263,0.86874,0.84177,0.92177,0.63153,1.29441,1.25843,1.83253,0.000640299,0.000640299,0.000640299
225,737.339,1.43166,1.39361,1.856,0.82727,0.87364,0.90971,0.62791,1.2932,1.28629,1.841,0.000636762,0.000636762,0.000636762
226,739.92,1.46013,1.43819,1.9316,0.85691,0.82152,0.91344,0.6295,1.26711,1.24719,1.815,0.000633226,0.000633226,0.000633226
227,742.98,1.5457,1.45578,1.9186,0.86904,0.84804,0.92467,0.628,1.26987,1.18472,1.80655,0.000629689,0.000629689,0.000629689
228,746.939,1.38944,1.35339,1.83567,0.90891,0.91223,0.9598,0.67906,1.21802,1.06,1.76769,0.000626152,0.000626152,0.000626152
229,751.277,1.3969,1.37024,1.79903,0.91441,0.92489,0.96653,0.69322,1.19756,1.01883,1.75661,0.000622615,0.000622615,0.000622615
230,754.032,1.50225,1.41856,1.85336,0.90593,0.92192,0.96242,0.68864,1.18286,1.0168,1.75044,0.000619079,0.000619079,0.000619079
231,757.307,1.4007,1.34588,1.81985,0.89841,0.92139,0.95706,0.68304,1.1371,1.05685,1.71321,0.000615542,0.000615542,0.000615542
232,761.238,1.3635,1.28491,1.785,0.85646,0.92728,0.95188,0.69874,1.09925,1.04662,1.66553,0.000612005,0.000612005,0.000612005
233,765.779,1.41405,1.37048,1.83211,0.85707,0.9178,0.94363,0.68212,1.13538,1.06084,1.69469,0.000608468,0.000608468,0.000608468
234,769.619,1.39373,1.40554,1.78766,0.87538,0.88474,0.9373,0.66584,1.16843,1.10391,1.71847,0.000604931,0.000604931,0.000604931
235,774.011,1.39095,1.33098,1.77804,0.921,0.82572,0.93831,0.66001,1.18419,1.09495,1.72869,0.000601395,0.000601395,0.000601395
236,776.881,1.33971,1.32496,1.78895,0.90707,0.85589,0.94938,0.69362,1.1234,1.06211,1.68875,0.000597858,0.000597858,0.000597858
237,779.402,1.38676,1.32198,1.77075,0.91672,0.85198,0.95394,0.70415,1.08354,1.00943,1.66965,0.000594321,0.000594321,0.000594321
238,781.98,1.37991,1.32316,1.773,0.91364,0.85953,0.95583,0.70185,1.10943,1.01558,1.66606,0.000590784,0.000590784,0.000590784
239,784.559,1.42119,1.3501,1.82176,0.92021,0.86555,0.95766,0.69245,1.12807,1.03723,1.68006,0.000587248,0.000587248,0.000587248
240,787.876,1.40627,1.37448,1.82051,0.90661,0.85986,0.95772,0.68834,1.18407,1.04069,1.73795,0.000583711,0.000583711,0.000583711
241,791.876,1.38957,1.33516,1.80179,0.91397,0.88771,0.96062,0.6781,1.18777,0.99829,1.74623,0.000580174,0.000580174,0.000580174
242,795.956,1.39405,1.41563,1.84247,0.85834,0.93416,0.96584,0.69825,1.15861,0.97492,1.72474,0.000576637,0.000576637,0.000576637
243,798.452,1.38748,1.46084,1.83417,0.93425,0.86839,0.96641,0.70381,1.11494,0.97341,1.68629,0.0005731,0.0005731,0.0005731
244,800.985,1.35179,1.35859,1.77284,0.86094,0.83385,0.93054,0.68291,1.10127,1.06755,1.66408,0.000569564,0.000569564,0.000569564
245,803.478,1.42865,1.33808,1.81559,0.86613,0.8567,0.92957,0.69315,1.09253,1.11943,1.66017,0.000566027,0.000566027,0.000566027
246,805.949,1.25702,1.19638,1.70669,0.90488,0.8452,0.93058,0.68252,1.12446,1.20382,1.69698,0.00056249,0.00056249,0.00056249
247,809.686,1.36448,1.38542,1.81886,0.86041,0.83668,0.93573,0.67242,1.14731,1.2527,1.7143,0.000558953,0.000558953,0.000558953
248,813.806,1.37402,1.30529,1.75174,0.92256,0.83883,0.95158,0.70946,1.05199,1.12601,1.60987,0.000555417,0.000555417,0.000555417
249,817.32,1.37439,1.28529,1.79097,0.91334,0.86355,0.9566,0.71511,1.04278,1.06249,1.60718,0.00055188,0.00055188,0.00055188
250,819.944,1.30408,1.29825,1.73545,0.9499,0.86944,0.96224,0.70921,1.0337,1.03464,1.59696,0.000548343,0.000548343,0.000548343
251,822.603,1.43227,1.39324,1.83211,0.94227,0.87657,0.96541,0.72215,1.01813,0.99796,1.58557,0.000544806,0.000544806,0.000544806
252,825.27,1.33138,1.28714,1.74462,0.93716,0.82516,0.95539,0.72066,1.03859,1.02403,1.61158,0.000541269,0.000541269,0.000541269
253,828.531,1.37822,1.33747,1.79857,0.89053,0.88454,0.95976,0.71902,1.02833,1.01434,1.60699,0.000537733,0.000537733,0.000537733
254,832.391,1.37893,1.27151,1.7519,0.90492,0.91902,0.96973,0.73196,1.00951,1.01952,1.59379,0.000534196,0.000534196,0.000534196
255,836.483,1.31019,1.21003,1.74917,0.92893,0.89361,0.96988,0.73861,1.01197,1.05507,1.58952,0.000530659,0.000530659,0.000530659
256,839.333,1.40245,1.3679,1.83485,0.94435,0.90814,0.96877,0.71995,1.07729,1.05409,1.64586,0.000527122,0.000527122,0.000527122
257,841.9,1.38983,1.32115,1.75768,0.94048,0.89445,0.97062,0.72123,1.07729,1.00449,1.64661,0.000523586,0.000523586,0.000523586
258,844.498,1.32207,1.35017,1.78056,0.9481,0.9128,0.97316,0.73356,1.0546,0.94973,1.61031,0.000520049,0.000520049,0.000520049
259,847.03,1.31808,1.3135,1.7384,0.95437,0.90331,0.97315,0.72148,1.07271,0.91402,1.61615,0.000516512,0.000516512,0.000516512
260,850.86,1.31848,1.21387,1.69007,0.88643,0.96239,0.96709,0.7275,1.036,0.89106,1.61367,0.000512975,0.000512975,0.000512975
261,854.716,1.3351,1.29186,1.72588,0.88716,0.93272,0.9698,0.7238,1.03884,0.89495,1.6156,0.000509438,0.000509438,0.000509438
262,858.917,1.31384,1.23025,1.72888,0.9267,0.87603,0.96886,0.73068,1.03518,0.91752,1.60525,0.000505902,0.000505902,0.000505902
263,861.515,1.3539,1.33741,1.76873,0.9169,0.90518,0.96718,0.72917,1.00608,0.96159,1.58088,0.000502365,0.000502365,0.000502365
264,864.111,1.30235,1.17096,1.69689,0.94007,0.90776,0.9682,0.73796,0.99479,0.9891,1.56981,0.000498828,0.000498828,0.000498828
265,866.599,1.33274,1.24772,1.72482,0.93692,0.90327,0.96952,0.74208,0.98758,0.96309,1.55456,0.000495291,0.000495291,0.000495291
266,869.42,1.31447,1.24097,1.71201,0.93505,0.92784,0.97354,0.74274,0.97599,0.93183,1.55016,0.000491755,0.000491755,0.000491755
267,873.308,1.23865,1.18378,1.67246,0.93795,0.91012,0.97468,0.73914,0.9793,0.93591,1.56846,0.000488218,0.000488218,0.000488218
268,877.195,1.25154,1.23933,1.71753,0.91417,0.93191,0.97281,0.73231,1.01218,0.94393,1.59099,0.000484681,0.000484681,0.000484681
269,880.322,1.35658,1.29013,1.7121,0.90813,0.92993,0.97379,0.74683,0.97068,0.92981,1.56486,0.000481144,0.000481144,0.000481144
270,882.9,1.27723,1.23992,1.67583,0.91593,0.90991,0.97427,0.75294,0.93593,0.93231,1.53199,0.000477608,0.000477608,0.000477608
271,885.409,1.34975,1.37216,1.81075,0.92533,0.92109,0.9743,0.74157,0.95516,0.92699,1.53597,0.000474071,0.000474071,0.000474071
272,887.98,1.36983,1.22672,1.67554,0.92838,0.92452,0.97463,0.74104,0.96937,0.91768,1.53708,0.000470534,0.000470534,0.000470534
273,891.127,1.32376,1.23576,1.71691,0.91634,0.93001,0.97353,0.74556,0.95553,0.8999,1.54281,0.000466997,0.000466997,0.000466997
274,895.053,1.33679,1.3017,1.75916,0.94775,0.89023,0.97063,0.733,1.0197,0.90557,1.59928,0.00046346,0.00046346,0.00046346
275,899.031,1.31746,1.16382,1.67368,0.95777,0.88914,0.96962,0.72054,1.06661,0.9328,1.63391,0.000459924,0.000459924,0.000459924
276,901.971,1.26974,1.25087,1.70478,0.9607,0.93142,0.97808,0.74679,0.96203,0.88903,1.5594,0.000456387,0.000456387,0.000456387
277,904.527,1.27459,1.18081,1.6717,0.93644,0.95075,0.9809,0.74513,0.95118,0.86133,1.5306,0.00045285,0.00045285,0.00045285
278,907.118,1.36729,1.2444,1.75863,0.9378,0.9462,0.98174,0.7351,0.98719,0.85717,1.53776,0.000449313,0.000449313,0.000449313
279,909.62,1.30815,1.1479,1.64503,0.97102,0.91869,0.98137,0.74924,0.97756,0.86205,1.52672,0.000445777,0.000445777,0.000445777
280,913.333,1.21752,1.21191,1.64239,0.9181,0.96382,0.9794,0.74844,0.9695,0.86269,1.53876,0.00044224,0.00044224,0.00044224
281,917.32,1.33939,1.19862,1.67174,0.95342,0.94145,0.97958,0.74249,0.96468,0.84106,1.54133,0.000438703,0.000438703,0.000438703
282,921.302,1.25366,1.22113,1.70841,0.95219,0.94297,0.98057,0.76589,0.93197,0.80898,1.52324,0.000435166,0.000435166,0.000435166
283,923.917,1.20554,1.11986,1.59157,0.94054,0.96681,0.98133,0.78535,0.9131,0.79355,1.50119,0.000431629,0.000431629,0.000431629
284,926.492,1.26819,1.22188,1.67157,0.93673,0.95582,0.98077,0.7776,0.91931,0.81759,1.50183,0.000428093,0.000428093,0.000428093
285,929.052,1.27135,1.16801,1.64572,0.95104,0.95092,0.98003,0.75368,0.94185,0.83694,1.51885,0.000424556,0.000424556,0.000424556
286,931.807,1.20806,1.14127,1.63676,0.94211,0.93583,0.97419,0.7401,0.9867,0.86907,1.5512,0.000421019,0.000421019,0.000421019
287,935.776,1.30411,1.30946,1.68564,0.9411,0.94051,0.97291,0.72894,1.00757,0.88883,1.56361,0.000417482,0.000417482,0.000417482
288,940.11,1.28493,1.30327,1.73394,0.93267,0.94912,0.97791,0.75811,0.98872,0.86179,1.51884,0.000413946,0.000413946,0.000413946
289,943.897,1.34867,1.21543,1.70273,0.94774,0.93971,0.98067,0.75762,0.98802,0.87341,1.50696,0.000410409,0.000410409,0.000410409
290,946.572,1.28049,1.18556,1.66316,0.93453,0.96323,0.9806,0.7669,0.94993,0.85323,1.48044,0.000406872,0.000406872,0.000406872
291,949.141,1.28002,1.21215,1.68035,0.93866,0.9676,0.98096,0.78136,0.89675,0.83719,1.45396,0.000403335,0.000403335,0.000403335
292,952.913,1.30508,1.18436,1.65113,0.92606,0.96552,0.97695,0.76527,0.89664,0.83803,1.47517,0.000399798,0.000399798,0.000399798
293,957.205,1.26646,1.11663,1.62929,0.92476,0.94566,0.97725,0.74302,0.94414,0.84351,1.50592,0.000396262,0.000396262,0.000396262
294,961.669,1.25366,1.20129,1.70435,0.91639,0.94502,0.97791,0.75255,0.95284,0.83304,1.51437,0.000392725,0.000392725,0.000392725
295,965.841,1.20074,1.06665,1.55166,0.9275,0.93888,0.97827,0.76638,0.93666,0.8187,1.50426,0.000389188,0.000389188,0.000389188
296,968.697,1.33713,1.24693,1.73016,0.9345,0.95184,0.98068,0.78036,0.91341,0.81401,1.46944,0.000385651,0.000385651,0.000385651
297,971.221,1.21343,1.08153,1.58275,0.93624,0.94235,0.98112,0.78926,0.90155,0.81105,1.45458,0.000382115,0.000382115,0.000382115
298,973.759,1.23866,1.19152,1.63096,0.94109,0.93815,0.98046,0.80195,0.87991,0.83189,1.44307,0.000378578,0.000378578,0.000378578
299,976.339,1.28192,1.16871,1.64903,0.91667,0.94678,0.97829,0.78742,0.88129,0.85271,1.45609,0.000375041,0.000375041,0.000375041
300,979.866,1.31106,1.12972,1.66181,0.9445,0.92415,0.97818,0.76639,0.92771,0.85486,1.48838,0.000371504,0.000371504,0.000371504
301,984.062,1.19606,1.17126,1.636,0.93036,0.94494,0.97913,0.77691,0.91283,0.82987,1.46659,0.000367967,0.000367967,0.000367967
302,987.525,1.24852,1.18844,1.66611,0.93028,0.95681,0.98073,0.78198,0.9188,0.81487,1.46525,0.000364431,0.000364431,0.000364431
303,990.077,1.23657,1.19143,1.6534,0.93309,0.9547,0.98144,0.77384,0.94993,0.81276,1.47649,0.000360894,0.000360894,0.000360894
304,992.614,1.25535,1.15837,1.67309,0.93508,0.95155,0.98261,0.75576,0.9872,0.83845,1.4926,0.000357357,0.000357357,0.000357357
305,995.204,1.22136,1.08791,1.61288,0.93956,0.92339,0.98268,0.79008,0.89476,0.81236,1.43811,0.00035382,0.00035382,0.00035382
306,998.292,1.25246,1.17537,1.67325,0.93006,0.96472,0.98324,0.79135,0.85109,0.82178,1.42493,0.000350284,0.000350284,0.000350284
307,1001.93,1.15,1.05562,1.57773,0.92197,0.97754,0.98278,0.7812,0.84998,0.83998,1.42825,0.000346747,0.000346747,0.000346747
308,1006.04,1.20732,1.09458,1.60562,0.9513,0.94195,0.98181,0.78389,0.85778,0.85804,1.43566,0.00034321,0.00034321,0.00034321
309,1009,1.23758,1.07011,1.57751,0.93788,0.95987,0.98155,0.79296,0.85581,0.85606,1.42745,0.000339673,0.000339673,0.000339673
310,1011.5,1.18899,1.10441,1.5873,0.92074,0.95634,0.9812,0.79736,0.86276,0.83667,1.42852,0.000336137,0.000336137,0.000336137
311,1014,1.24464,1.18799,1.64656,0.93632,0.95404,0.98101,0.79872,0.86399,0.80722,1.42721,0.0003326,0.0003326,0.0003326
312,1016.68,1.133,1.09699,1.56432,0.94881,0.95298,0.98149,0.79455,0.87715,0.75671,1.44785,0.000329063,0.000329063,0.000329063
313,1020.31,1.17403,1.09862,1.58867,0.96166,0.93204,0.98168,0.78578,0.90508,0.75726,1.468,0.000325526,0.000325526,0.000325526
314,1024.33,1.18734,1.07678,1.57201,0.92634,0.97196,0.9817,0.77787,0.92806,0.77438,1.48224,0.000321989,0.000321989,0.000321989
315,1027.53,1.16159,1.14213,1.64567,0.94126,0.96089,0.98293,0.77708,0.92242,0.78933,1.47528,0.000318453,0.000318453,0.000318453
316,1030.11,1.33069,1.20718,1.70766,0.92889,0.96912,0.98371,0.79075,0.85316,0.79065,1.41536,0.000314916,0.000314916,0.000314916
317,1032.67,1.15181,1.03168,1.54089,0.94082,0.95135,0.98351,0.79279,0.84549,0.79845,1.40709,0.000311379,0.000311379,0.000311379
318,1035.33,1.20948,1.1712,1.60607,0.96246,0.94754,0.98371,0.79522,0.83241,0.81032,1.39723,0.000307842,0.000307842,0.000307842
319,1038.53,1.1715,1.12734,1.57308,0.96204,0.95749,0.98381,0.79687,0.81833,0.80366,1.39646,0.000304306,0.000304306,0.000304306
320,1042.48,1.1938,1.14103,1.63577,0.96355,0.9392,0.98483,0.78856,0.85512,0.78674,1.43027,0.000300769,0.000300769,0.000300769
321,1046.46,1.17839,1.11775,1.59668,0.97711,0.93046,0.98437,0.79854,0.85908,0.7767,1.43198,0.000297232,0.000297232,0.000297232
322,1049.69,1.1634,1.09145,1.59411,0.95542,0.9352,0.9839,0.7958,0.86224,0.77379,1.43488,0.000293695,0.000293695,0.000293695
323,1052.27,1.16442,1.07289,1.58942,0.95058,0.92539,0.98282,0.79618,0.87452,0.77368,1.43539,0.000290158,0.000290158,0.000290158
324,1054.89,1.18799,1.13292,1.64555,0.9451,0.94783,0.98147,0.79608,0.85717,0.7786,1.41384,0.000286622,0.000286622,0.000286622
325,1057.46,1.03495,1.03683,1.52476,0.95108,0.94298,0.98162,0.80272,0.82962,0.768,1.39703,0.000283085,0.000283085,0.000283085
326,1060.98,1.17955,1.08495,1.56988,0.95003,0.95744,0.98252,0.81058,0.8094,0.75139,1.38644,0.000279548,0.000279548,0.000279548
327,1064.92,1.15865,1.10605,1.60672,0.95875,0.96184,0.98414,0.80979,0.81054,0.74686,1.38992,0.000276011,0.000276011,0.000276011
328,1069.03,1.16009,1.07814,1.56317,0.96089,0.96213,0.98519,0.80997,0.81806,0.74219,1.40316,0.000272475,0.000272475,0.000272475
329,1071.63,1.14958,1.13281,1.60958,0.97187,0.94648,0.98573,0.81216,0.81938,0.73799,1.40457,0.000268938,0.000268938,0.000268938
330,1074.24,1.09818,1.02285,1.51817,0.97998,0.95208,0.98607,0.80679,0.82094,0.74256,1.40811,0.000265401,0.000265401,0.000265401
331,1076.76,1.14697,1.11659,1.54719,0.98355,0.94372,0.98599,0.80485,0.83573,0.7549,1.41848,0.000261864,0.000261864,0.000261864
332,1079.27,1.11605,1.05636,1.56839,0.98041,0.94629,0.98593,0.79219,0.86417,0.75918,1.44005,0.000258327,0.000258327,0.000258327
333,1083.04,1.18871,1.10574,1.59213,0.97636,0.96574,0.98695,0.81643,0.82079,0.7386,1.40708,0.000254791,0.000254791,0.000254791
334,1087.32,1.13031,1.0811,1.61411,0.97697,0.96369,0.98661,0.82781,0.80193,0.72595,1.3798,0.000251254,0.000251254,0.000251254
335,1090.37,1.09832,1.04251,1.52179,0.97191,0.96245,0.98622,0.82032,0.81951,0.72984,1.37413,0.000247717,0.000247717,0.000247717
336,1092.91,1.20722,1.10542,1.59325,0.96418,0.94589,0.98454,0.80716,0.84687,0.75796,1.39134,0.00024418,0.00024418,0.00024418
337,1095.51,1.22221,1.13153,1.61768,0.96647,0.94261,0.98416,0.81071,0.83903,0.76682,1.39176,0.000240644,0.000240644,0.000240644
338,1097.99,1.1582,1.08981,1.5893,0.95932,0.94664,0.98461,0.80991,0.82324,0.77783,1.38364,0.000237107,0.000237107,0.000237107
339,1101.15,1.18564,1.05617,1.5718,0.94581,0.96851,0.98548,0.81247,0.80351,0.77231,1.37651,0.00023357,0.00023357,0.00023357
340,1105.02,1.14365,1.03736,1.54976,0.97202,0.95689,0.98661,0.81616,0.77491,0.77297,1.36054,0.000230033,0.000230033,0.000230033
341,1109.1,1.11612,1.04867,1.52231,0.97532,0.96063,0.98766,0.83094,0.7632,0.76322,1.3485,0.000226497,0.000226497,0.000226497
342,1112.04,1.18251,1.06698,1.57262,0.97363,0.96467,0.98763,0.82923,0.76129,0.75003,1.34578,0.00022296,0.00022296,0.00022296
343,1114.54,1.20016,1.06862,1.57898,0.97499,0.96287,0.98781,0.83288,0.76129,0.73875,1.3479,0.000219423,0.000219423,0.000219423
344,1117.06,1.16203,1.05989,1.54779,0.98723,0.95672,0.98758,0.82451,0.76855,0.74225,1.3532,0.000215886,0.000215886,0.000215886
345,1119.64,1.10562,0.99506,1.50179,0.98251,0.95745,0.98756,0.82106,0.77537,0.73418,1.35958,0.000212349,0.000212349,0.000212349
346,1122.89,1.10154,0.98498,1.50958,0.98016,0.94945,0.98743,0.82131,0.76832,0.73148,1.35673,0.000208813,0.000208813,0.000208813
347,1126.63,1.12108,1.07934,1.54496,0.97673,0.94642,0.98753,0.82994,0.75165,0.73075,1.34532,0.000205276,0.000205276,0.000205276
348,1130.64,1.1372,1.04918,1.56852,0.93706,0.98118,0.98731,0.84046,0.73951,0.7238,1.33163,0.000201739,0.000201739,0.000201739
349,1133.46,1.13366,1.00758,1.56425,0.94134,0.97967,0.98718,0.83447,0.75222,0.73331,1.33562,0.000198202,0.000198202,0.000198202
350,1135.98,1.08522,1.04927,1.5227,0.96035,0.96411,0.98682,0.82998,0.77024,0.73836,1.34791,0.000194666,0.000194666,0.000194666
351,1138.49,1.12968,1.06833,1.5796,0.95705,0.96793,0.98573,0.82344,0.77091,0.74468,1.34725,0.000191129,0.000191129,0.000191129
352,1141.1,1.09217,1.02317,1.51096,0.95746,0.96219,0.98574,0.83597,0.75195,0.74123,1.34181,0.000187592,0.000187592,0.000187592
353,1144.75,1.11401,1.02431,1.55238,0.9594,0.96585,0.98602,0.83324,0.74521,0.74026,1.33997,0.000184055,0.000184055,0.000184055
354,1149.31,1.10038,1.07879,1.5183,0.95068,0.96123,0.98545,0.83057,0.73904,0.73655,1.33452,0.000180518,0.000180518,0.000180518
355,1153.83,1.13382,1.01567,1.48997,0.96509,0.94949,0.98592,0.83393,0.73595,0.72178,1.33222,0.000176982,0.000176982,0.000176982
356,1158.14,1.07947,0.97951,1.5178,0.96916,0.9726,0.9876,0.8325,0.73989,0.71018,1.3358,0.000173445,0.000173445,0.000173445
357,1160.75,1.03772,0.96424,1.48653,0.96757,0.98101,0.98791,0.83245,0.73803,0.71298,1.33627,0.000169908,0.000169908,0.000169908
358,1163.28,1.09555,1.02914,1.50396,0.98289,0.98074,0.98793,0.83307,0.73806,0.71406,1.33881,0.000166371,0.000166371,0.000166371
359,1166.69,1.13742,1.05242,1.5064,0.97927,0.97735,0.98793,0.82912,0.73935,0.71302,1.33786,0.000162835,0.000162835,0.000162835
360,1170.74,1.11405,0.99977,1.53911,0.98266,0.97735,0.98781,0.82959,0.73642,0.7125,1.33444,0.000159298,0.000159298,0.000159298
361,1174.65,1.04086,0.93476,1.50237,0.97741,0.97601,0.98781,0.83522,0.72789,0.71009,1.33118,0.000155761,0.000155761,0.000155761
362,1177.26,1.07894,0.95739,1.4871,0.96972,0.97083,0.98761,0.8377,0.71953,0.70528,1.32919,0.000152224,0.000152224,0.000152224
363,1179.76,1.11384,1.04549,1.54983,0.95373,0.97286,0.98701,0.84388,0.71519,0.70946,1.31826,0.000148687,0.000148687,0.000148687
364,1182.37,1.06455,0.94734,1.48194,0.94823,0.96537,0.98546,0.83837,0.71332,0.72814,1.30904,0.000145151,0.000145151,0.000145151
365,1184.91,1.1317,1.07214,1.58653,0.93741,0.97207,0.98533,0.83602,0.71033,0.7297,1.30779,0.000141614,0.000141614,0.000141614
366,1188.69,1.13133,1.10301,1.58097,0.93854,0.97452,0.98522,0.83628,0.70564,0.72133,1.30346,0.000138077,0.000138077,0.000138077
367,1192.89,1.19194,1.0355,1.52264,0.95982,0.9575,0.9856,0.83899,0.69966,0.71739,1.30005,0.00013454,0.00013454,0.00013454
368,1195.89,1.09308,1.02987,1.50645,0.95262,0.96131,0.98545,0.83505,0.6942,0.71776,1.29972,0.000131004,0.000131004,0.000131004
369,1198.46,1.07148,1.00084,1.50877,0.95838,0.94736,0.98635,0.83757,0.69467,0.71128,1.29926,0.000127467,0.000127467,0.000127467
370,1200.94,1.12475,1.03628,1.5117,0.98048,0.9605,0.98708,0.83999,0.69293,0.70816,1.29987,0.00012393,0.00012393,0.00012393
371,1203.44,1.17886,1.15914,1.59886,0.98046,0.96638,0.98715,0.83671,0.6887,0.70795,1.29691,0.000120393,0.000120393,0.000120393
372,1206.73,1.04569,0.94996,1.4475,0.96389,0.96868,0.98695,0.83869,0.69467,0.71257,1.30146,0.000116856,0.000116856,0.000116856
